salaire,titre,metier,experience,secteur,region,statut,contrat,teletravail
40.0,Chef de projet informatique F/H,TECH / IT,2,TECH / IT,BOURGOGNE-FRANCHE-COMTÉ,Cadre du secteur privé,CDI,Partiel possible
90.0,DIRECTEUR COMMERCIAL F/H,COMMERCIAL,10,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
35.0,Responsable COMMERCIAL et Entrepreneuriat F/H,COMMERCIAL,5,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
55.0,QA Automation Engineer F/H,TECH / IT,2,FINANCE / DROIT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
22.0,COMMERCIAL F/H,COMMERCIAL,2,INDUSTRIE / INGÉNIERIE,BOURGOGNE-FRANCHE-COMTÉ,Agent de maîtrise / Technicien,CDI,Partiel possible
30.0,Chargé des Marchés Publics et Affaires Juridiques F/H,AUTRES / SERVICES,0,RH / RECRUTEMENT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
52.5,Juriste Droit des Affaires F/H,JURIDIQUE,2,COMMERCE / LOGISTIQUE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
42.5,Juriste Droit des Sociétés - Cabinet d'Expertise Comptable F/H,JURIDIQUE,3,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
55.0,Chef de Projet Informatique F/H,TECH / IT,0,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
33.0,Chargé de Communication F/H,MARKETING / COM,2,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
45.0,Responsable juridique F/H,JURIDIQUE,7,RH / RECRUTEMENT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
34.0,Assistant Juridique F/H,JURIDIQUE,4,FINANCE / DROIT,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
42.5,Responsable Communication et Commerce F/H,MARKETING / COM,0,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
40.0,Responsable juridique et marchés publics F/H,JURIDIQUE,2,SANTÉ / SOCIAL,AUTRE REGION,Cadre du secteur public / Armées,CDD,Partiel possible
42.0,"Acheteur ""Prestations intellectuelles et Communication"" F/H",LOGISTIQUE / ACHATS,5,AUTRES,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
31.5,CHARGE DE COMMUNICATION ET MARKETING F/H,MARKETING / COM,2,FINANCE / DROIT,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
35.0,Technico-commercial itinérant F/H,COMMERCIAL,5,CONSEIL / GESTION,BRETAGNE,Cadre du secteur privé,CDI,Partiel possible
52.5,Assistant de direction juridique F/H,AUTRES / SERVICES,5,FINANCE / DROIT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
47.5,Responsable service juridique F/H,JURIDIQUE,5,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
40.0,CDI - Chef de projets communication F/H,MARKETING / COM,2,CONSEIL / GESTION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
31.5,Chargé·e de communication – CDI F/H,MARKETING / COM,4,AUTRES,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
38.5,Consultant Juridique - Commande publique F/H,JURIDIQUE,6,CONSEIL / GESTION,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
37.5,Juriste F/H,JURIDIQUE,2,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
35.0,Assistant Pôle Juridique F/H,JURIDIQUE,0,RH / RECRUTEMENT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
42.5,Responsable Communication F/H,MARKETING / COM,0,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
33.5,Manager de proximité d'équipe juridique F/H,JURIDIQUE,1,TECH / IT,HAUTS-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
32.5,Commercial F/H,COMMERCIAL,2,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
80.0,Responsable Juridique contrats et PI F/H,JURIDIQUE,10,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
27.5,Assistant Juridique F/H,JURIDIQUE,0,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
75.0,Directeur de l'information et de la communication F/H,MARKETING / COM,5,SANTÉ / SOCIAL,ÎLE-DE-FRANCE,Cadre du secteur privé,CDD,Partiel possible
55.0,développeur informatique industrielle - électronique F/H,TECH / IT,3,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
42.5,Responsable Communication F/H,MARKETING / COM,5,COMMERCE / LOGISTIQUE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
35.0,Chargé de communication éditoriale F/H,MARKETING / COM,5,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
45.0,Ingénieur Informatique Full Stack F/H,TECH / IT,3,CONSEIL / GESTION,PAYS DE LA LOIRE,Cadre du secteur privé,CDI,Partiel possible
35.0,Technico-commercial itinérant F/H,COMMERCIAL,5,CONSEIL / GESTION,NORMANDIE,Cadre du secteur privé,CDI,Partiel possible
40.0,Chef de Projet Informatique F/H,TECH / IT,0,RH / RECRUTEMENT,BOURGOGNE-FRANCHE-COMTÉ,Cadre du secteur privé,CDI,Partiel possible
60.0,Ingénieur Commercial -Traitement de l'eau F/H,AUTRES / SERVICES,4,INDUSTRIE / INGÉNIERIE,PAYS DE LA LOIRE,Cadre du secteur privé,CDI,Partiel possible
46.0,RESPONSABLE JURIDIQUE ET FRAUDES F/H,JURIDIQUE,5,PUBLIC / ÉDUCATION,NOUVELLE-AQUITAINE,Cadre du secteur privé,CDI,Partiel possible
40.0,Commercial F/H,COMMERCIAL,2,CONSEIL / GESTION,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
45.0,Responsable d'applications en informatique décisionnelle F/H,TECH / IT,2,PUBLIC / ÉDUCATION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
40.0,Développeur / Développeuse Informatique PHP F/H,TECH / IT,5,TECH / IT,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
35.0,Technico-commercial sédentaire F/H,COMMERCIAL,2,CONSEIL / GESTION,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
37.5,Assistant comptable et juridique h/f F/H,JURIDIQUE,2,FINANCE / DROIT,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
30.0,Assistant Juridique F/H,JURIDIQUE,1,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
40.0,assistant comptable et juridique h/f F/H,JURIDIQUE,5,FINANCE / DROIT,ÎLE-DE-FRANCE,Agent de maîtrise / Technicien,CDI,Partiel possible
47.5,Chef de Projet Informatique F/H,TECH / IT,5,TECH / IT,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
50.0,Responsable Juridique Droit des Sociétés F/H,JURIDIQUE,0,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
60.0,Responsable de Production Informatique F/H,TECH / IT,0,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
35.0,Consultant paid media F/H,MARKETING / COM,2,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
110.0,DIRECTEUR COMMERCIAL F/H,COMMERCIAL,10,COMMERCE / LOGISTIQUE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
25.0,Assistant Juridique Prévention Sécurité F/H,JURIDIQUE,0,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
65.0,Chef de Projets Nucléaire F/H,INGÉNIERIE / INDUSTRIE,10,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
40.0,Chargé d'Activités Production Informatique F/H,TECH / IT,0,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
38.0,Chef de projet informatique F/H,TECH / IT,3,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
70.0,Responsable de Service Bio-Informatique F/H,TECH / IT,8,SANTÉ / SOCIAL,ÎLE-DE-FRANCE,Cadre du secteur public / Armées,CDI,Partiel possible
31.0,Développeur Informatique Windev F/H,TECH / IT,0,RH / RECRUTEMENT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
50.0,COMMERCIAL F/H,COMMERCIAL,0,INDUSTRIE / INGÉNIERIE,AUVERGNE-RHÔNE-ALPES,Cadre du secteur public / Armées,CDI,Partiel possible
23.5,Secrétaire juridique F/H,JURIDIQUE,1,RH / RECRUTEMENT,NORMANDIE,Agent de maîtrise / Technicien,CDI,Partiel possible
37.5,Juriste en Droit des Sociétés F/H,JURIDIQUE,2,RH / RECRUTEMENT,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
30.0,Responsable du service communication institutionnelle et scientifique F/H,MARKETING / COM,10,AUTRES,PACA,Cadre du secteur public / Armées,CDD,Partiel possible
47.5,Chef de Projet Informatique F/H,TECH / IT,0,CONSEIL / GESTION,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
36.0,Responsable des Affaires juridiques et du Contrôle C3S F/H,JURIDIQUE,1,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
65.0,Juriste Droit des Affaires F/H,JURIDIQUE,5,CONSEIL / GESTION,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
38.0,Automaticien - Informatique Industrielle F/H,TECH / IT,0,TECH / IT,PACA,Cadre du secteur privé,CDI,Partiel possible
26.0,Secrétaire Juridique en Droit des Affaires F/H,JURIDIQUE,0,RH / RECRUTEMENT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
43.0,Chargé·e de communication et développement du mécénat F/H,MARKETING / COM,3,CONSEIL / GESTION,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
62.5,Technico-Commercial F/H,COMMERCIAL,2,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
70.0,Communication & Marketing Manager - BtoB International F/H,MARKETING / COM,8,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
40.0,Juriste en Droit des Sociétés en Cabinet F/H,JURIDIQUE,0,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
37.5,Commercial terrain F/H,COMMERCIAL,5,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
47.5,Juriste Droit des Affaires / Sociétés F/H,JURIDIQUE,5,FINANCE / DROIT,NORMANDIE,Cadre du secteur privé,CDI,Partiel possible
72.5,Directeur Commercial / Manager Commercial F/H,COMMERCIAL,5,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
49.0,Responsable de Service Informatique F/H,TECH / IT,0,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
50.0,MEDECIN DE SANTE AU TRAVAIL F/H,SANTÉ / MÉDICAL,0,RH / RECRUTEMENT,AUTRE REGION,Cadre du secteur public / Armées,CDI,Partiel possible
67.5,Chef(fe) de Projets SI Finance F/H,TECH / IT,7,AUTRES,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
54.0,Ingénieur Procédés F/H,INGÉNIERIE / INDUSTRIE,8,INDUSTRIE / INGÉNIERIE,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDD,Partiel possible
57.0,Responsable Ressources Humaines F/H,RH,5,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
34.0,Chargé d'opérations de financement S3I F/H,AUTRES / SERVICES,2,AUTRES,GRAND EST,Cadre du secteur privé,CDI,Partiel possible
65.0,Consultant Senior SI Finance Consolidation F/H,TECH / IT,4,CONSEIL / GESTION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
33.0,Consultant Finance ERP   F/H,FINANCE / GESTION,5,TECH / IT,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
55.0,Ingénieur CVC F/H,INGÉNIERIE / INDUSTRIE,0,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
55.0,Responsable Comptable Projets Finance F/H,FINANCE / GESTION,3,RH / RECRUTEMENT,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
39.0,Juriste / Conseiller Finances Intercommunales F/H,JURIDIQUE,3,AUTRES,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
35.0,STATISTICIEN(NE) - DONNEES DE SANTE- CDD F/H,AUTRES / SERVICES,0,PUBLIC / ÉDUCATION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDD,Partiel possible
40.0,Ingénieur AOCS F/H,INGÉNIERIE / INDUSTRIE,2,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
31.0,INFIRMIER EN SANTE AU TRAVAIL F/H,SANTÉ / MÉDICAL,1,PUBLIC / ÉDUCATION,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
57.5,Chef de projets MOA Si Finance F/H,AUTRES / SERVICES,4,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
35.0,CADRE DE SANTE EHPAD F/H,SANTÉ / MÉDICAL,2,SANTÉ / SOCIAL,AUTRE REGION,Cadre du secteur public / Armées,CDI,Partiel possible
40.0,Préventeur Santé Sécurité au Travail F/H,INGÉNIERIE / INDUSTRIE,5,COMMERCE / LOGISTIQUE,BRETAGNE,Cadre du secteur privé,CDD,Partiel possible
42.5,Business Analyst – ERP - Finance F/H,COMMERCIAL,5,INDUSTRIE / INGÉNIERIE,BRETAGNE,Cadre du secteur privé,CDI,Partiel possible
57.5,Responsable Ressources Humaines F/H,RH,0,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
60.0,Consultant SI Finance + ERP Sage F/H,TECH / IT,7,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
37.5,Chargé d'affaires financement professionnel F/H,COMMERCIAL,5,FINANCE / DROIT,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
32.5,CONTROLEUR DE GESTION EFFICIENCE DES ETABLISSEMENTS DE SANTE F/H,AUTRES / SERVICES,3,SANTÉ / SOCIAL,HAUTS-DE-FRANCE,Cadre du secteur public / Armées,CDD,Partiel possible
35.0,Ingénieur électronique F/H,INGÉNIERIE / INDUSTRIE,1,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
55.0,Lifecycle Marketing Manager F/H,AUTRES / SERVICES,3,RH / RECRUTEMENT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
50.0,Responsable Comptable & Ressources Humaines F/H,RH,0,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
42.5,Coordinateur marketing F/H,MARKETING / COM,2,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Agent de maîtrise / Technicien,CDI,Partiel possible
60.0,Chef de projets SI Finance F/H,TECH / IT,5,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
50.0,Responsable Ressources Humaines F/H,RH,0,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
25.0,Gestionnaire Santé Prévoyance F/H,AUTRES / SERVICES,0,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
62.5,Ingénieur projet F/H,AUTRES / SERVICES,5,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
40.0,Chef de projets Financement F/H,FINANCE / GESTION,5,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
43.0,Consultant·e Ressources Humaines – Médiation & Accompagnement Dirigeants F/H,COMMERCIAL,6,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
32.0,Ingénieur Automaticien F/H,TECH / IT,0,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
75.0,Directeur du Planning Stratégique Finance Europe & Corporate Luxe F/H,AUTRES / SERVICES,10,RH / RECRUTEMENT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
45.5,INFIRMIER EN SANTE AU TRAVAIL F/H,SANTÉ / MÉDICAL,3,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
45.5,Infirmier en santé au travail F/H,SANTÉ / MÉDICAL,3,SANTÉ / SOCIAL,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
41.5,Responsable Financement Commerce International F/H,FINANCE / GESTION,0,RH / RECRUTEMENT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
58.5,Chef de Projet Si Finance Confirmé F/H,TECH / IT,0,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
22.0,Responsable comptable et projets finances CDI F/H,FINANCE / GESTION,6,AUTRES,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
35.0,Juriste–Droit de la protection des données de santé – Recherche en santé F/H,JURIDIQUE,3,AUTRES,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
35.0,Chef de projet SI Gestion Finance / Lead IT F/H,TECH / IT,10,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
70.0,Solution Manager AMOA Finance F/H,AUTRES / SERVICES,0,CONSEIL / GESTION,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
85.0,"Manager ou Expert SAP – Finance, Supply Chain ou Manufacturing F/H",TECH / IT,8,CONSEIL / GESTION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
95.0,Head of Finance/ Managing Director - Lille F/H,MANAGEMENT / DIRECTION,10,CONSEIL / GESTION,HAUTS-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
29.0,Chargé-e de financement territorial Tarn-et-Garonne F/H,AUTRES / SERVICES,2,CONSEIL / GESTION,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
50.0,Manager Transformation et AMOA Finance - Lyon F/H,TECH / IT,7,FINANCE / DROIT,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
36.5,Consultant fonctionnel formateur - ERP Finance F/H,FINANCE / GESTION,3,TECH / IT,AUVERGNE-RHÔNE-ALPES,Agent de maîtrise / Technicien,CDI,Partiel possible
55.0,Ingénieur de Production F/H,INGÉNIERIE / INDUSTRIE,6,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
47.5,Consultant fonctionnel santé F/H,AUTRES / SERVICES,3,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
39.0,Chef de Projet Fonctionnel - Finance - Comptabilité F/H,AUTRES / SERVICES,0,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
37.5,"Back Office Financement Structuré, Loan IQ F/H",AUTRES / SERVICES,2,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
90.0,Principal SAP Finance/ SCM ou Manufacturing F/H,TECH / IT,7,TECH / IT,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
90.0,Principal SAP Finance/ SCM ou Manufacturing F/H,TECH / IT,7,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
27.0,Assistant Region - Ressources Humaines F/H,RH,0,AUTRES,PAYS DE LA LOIRE,Cadre du secteur privé,CDD,Partiel possible
37.5,Chargé de Ressources Humaines AVIGNON 7022 F/H,RH,5,AUTRES,PACA,Agent de maîtrise / Technicien,CDI,Partiel possible
39.0,Chef de Projet Fonctionnel – Finance/Comptabilité F/H,AUTRES / SERVICES,3,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
63.5,CONSEILLER RESSOURCES HUMAINES F/H,RH,5,FINANCE / DROIT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
41.5,Finance Officer à temps partagé - Lyon F/H,TECH / IT,3,CONSEIL / GESTION,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
42.5,Cadre de santé F/H,SANTÉ / MÉDICAL,6,PUBLIC / ÉDUCATION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
47.5,Support Technico-Fonctionnel Finance de Marché F/H,AUTRES / SERVICES,1,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
53.5,Consultant senior en financement de l'innovation et de la R&D F/H,MANAGEMENT / DIRECTION,3,CONSEIL / GESTION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
51.5,Finance Manager à temps partagé - Lyon F/H,TECH / IT,5,CONSEIL / GESTION,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
37.5,Consultant ERP Finance F/H,TECH / IT,0,RH / RECRUTEMENT,GRAND EST,Cadre du secteur privé,CDI,Partiel possible
60.0,CRM Manager (Salesforce) F/H,MANAGEMENT / DIRECTION,5,RH / RECRUTEMENT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
45.0,Expert Salesforce Marketing Cloud F/H,MARKETING / COM,8,TECH / IT,PAYS DE LA LOIRE,Cadre du secteur privé,CDI,Partiel possible
47.5,Ingénieur MES - POEI F/H,MANAGEMENT / DIRECTION,3,PUBLIC / ÉDUCATION,NORMANDIE,Cadre du secteur privé,CDI,Partiel possible
47.5,Ingénieur MES - POEI F/H,TECH / IT,2,PUBLIC / ÉDUCATION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
42.5,Gestionnaire MO Financements structurés F/H,AUTRES / SERVICES,1,FINANCE / DROIT,AUTRE REGION,Cadre du secteur privé,CDD,Partiel possible
37.5,Commercial logiciel F/H,TECH / IT,2,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
42.5,Manager Commercial - F/H,COMMERCIAL,2,COMMERCE / LOGISTIQUE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
25.0,Commercial - Moselle F/H,COMMERCIAL,2,COMMERCE / LOGISTIQUE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
27.5,Commercial - Nevers F/H,COMMERCIAL,2,COMMERCE / LOGISTIQUE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
40.0,Commercial(e) F/H,COMMERCIAL,5,CONSEIL / GESTION,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
45.0,Ingénieur électronicien F/H,INGÉNIERIE / INDUSTRIE,3,INDUSTRIE / INGÉNIERIE,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
37.5,Responsable Marketing et Animateur des Ventes Btob F/H,COMMERCIAL,0,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
55.0,ingénieur systèmes F/H,TECH / IT,5,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
35.0,Coordinateur commercial F/H,COMMERCIAL,2,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
47.5,Product Marketing Manager - Deeptech F/H,MARKETING / COM,0,CONSEIL / GESTION,PAYS DE LA LOIRE,Cadre du secteur privé,CDI,Partiel possible
45.0,Technico-commercial F/H,COMMERCIAL,4,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
57.5,Data Performance Manager - Digital Marketing B2C F/H,TECH / IT,5,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
37.0,INGENIEUR BE F/H,INGÉNIERIE / INDUSTRIE,2,AUTRES,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
62.5,Directeur des Ressources Humaines adjoint F/H,RH,7,CONSEIL / GESTION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
37.0,Responsable Marketing Opérationnel & Growth / Traffic Manager F/H,AUTRES / SERVICES,3,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
42.5,Chef de projet Marketing Relationnel / CRM - CDD F/H,AUTRES / SERVICES,5,CONSEIL / GESTION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDD,Partiel possible
45.0,Responsable Marketing Digital F/H,TECH / IT,0,AUTRES,BRETAGNE,Cadre du secteur privé,CDI,Partiel possible
37.0,Assistant Commercial F/H,COMMERCIAL,5,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
85.0,Head of PO - Digital & Marketing Solutions F/H,AUTRES / SERVICES,5,CONSEIL / GESTION,PACA,Cadre du secteur privé,CDI,Partiel possible
65.0,Directeur/trice Ressources Humaines F/H,RH,8,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
75.0,Account Executive – Secteur Data & Marketing F/H,COMMERCIAL,3,CONSEIL / GESTION,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
45.0,Responsable des Opérations Logistiques Industrielles F/H,LOGISTIQUE / ACHATS,5,COMMERCE / LOGISTIQUE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
62.5,Chef de projet IT Sales et Marketing F/H,TECH / IT,5,INDUSTRIE / INGÉNIERIE,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
52.5,Ingénieur commercial F/H,AUTRES / SERVICES,1,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
46.0,Customer Success Manager F/H,MANAGEMENT / DIRECTION,8,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
60.0,Ingénieur Planning F/H,AUTRES / SERVICES,10,COMMERCE / LOGISTIQUE,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
45.0,Responsable Commercial F/H,COMMERCIAL,5,COMMERCE / LOGISTIQUE,PACA,Cadre du secteur privé,CDI,Partiel possible
50.0,Consultant(e) secteur bancaire - moyens de paiement et digital F/H,FINANCE / GESTION,5,FINANCE / DROIT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
37.5,Chef de produits Hachette Jeunesse Disney F/H,MARKETING / COM,2,AUTRES,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
47.5,Ingénieur MES - POEI F/H,INGÉNIERIE / INDUSTRIE,2,PUBLIC / ÉDUCATION,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
40.0,Ingénieur Travaux F/H,INGÉNIERIE / INDUSTRIE,3,CONSEIL / GESTION,OCCITANIE,Cadre du secteur privé,CDI,Partiel possible
92.5,Directeur Marketing Clients F/H,COMMERCIAL,7,CONSEIL / GESTION,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
32.0,Développeur(se) Intégration et flux de données F/H,TECH / IT,2,TECH / IT,AUTRE REGION,Cadre du secteur privé,CDI,Partiel possible
50.0,Chief Marketing officier F/H,COMMERCIAL,5,TECH / IT,AUVERGNE-RHÔNE-ALPES,Cadre du secteur privé,CDI,Partiel possible
57.5,Panel Marketing Manager F/H,MARKETING / COM,7,TECH / IT,ÎLE-DE-FRANCE,Cadre du secteur privé,CDI,Partiel possible
